Agent_ID,Region,NSE,Age,Gender,MBTI,VotoIntención,VotoBronca,InseguridadFocus,Volátil
PREDIK-PE-0003,Lima,Medio,70,Femenino,ENTJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0212,Lima,Medio-Alto,48,Masculino,INTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0961,Selva,Bajo,69,Femenino,ENTP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0316,Lima,Medio,29,Masculino,ENTP,Candidato B (Derecha Tradicional),True,True,False
PREDIK-PE-0950,Selva,Medio,56,Masculino,ISTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0845,Selva,Medio,38,Masculino,ENFJ,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0878,Selva,Bajo,37,Masculino,ESFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0345,Lima,Alto,70,Masculino,ENTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0203,Lima,Medio,64,Femenino,ESTJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0280,Lima,Medio,34,Masculino,ISTP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0572,Sierra,Bajo,41,Masculino,ENTJ,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0371,Costa,Medio,45,Masculino,ISTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0758,Sierra,Bajo,58,No Binario,ESFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0221,Lima,Bajo,27,Masculino,INTP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0782,Sierra,Bajo,25,Masculino,ENFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0245,Lima,Bajo,51,Femenino,ISTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0946,Selva,Bajo,62,Masculino,ENTJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0339,Lima,Bajo,58,Femenino,INTP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0355,Costa,Bajo,19,Masculino,ENTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0873,Selva,Medio,31,Femenino,ENFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0615,Sierra,Medio,44,Masculino,ENTJ,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0368,Costa,Medio,19,Femenino,ESFJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0312,Lima,Medio,55,Femenino,INTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0152,Lima,Bajo,24,Masculino,INTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0252,Lima,Medio-Alto,42,Femenino,ISTJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0307,Lima,Medio,26,Masculino,ESFJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0357,Costa,Medio,37,Femenino,ISFJ,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0480,Costa,Medio,47,Femenino,ESFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0649,Sierra,Medio,30,Femenino,ESFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0688,Sierra,Bajo,66,Masculino,ENTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0552,Sierra,Bajo,23,Masculino,INFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0343,Lima,Bajo,37,Femenino,ISTJ,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0031,Lima,Bajo,69,Masculino,INTJ,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0519,Costa,Medio,60,Masculino,ENTJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0829,Selva,Medio,60,Masculino,ESFP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0404,Costa,Medio,37,Masculino,ESFP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0144,Lima,Medio,69,Femenino,ESFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0985,Selva,Bajo,39,Femenino,ESFJ,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0717,Sierra,Medio,25,Femenino,ESTJ,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0610,Sierra,Bajo,66,Masculino,ISFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0149,Lima,Alto,31,Femenino,ISFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0604,Sierra,Bajo,32,Masculino,ESFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0830,Selva,Bajo,43,Masculino,ISFP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0107,Lima,Bajo,29,Masculino,ESTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0769,Sierra,Bajo,53,Masculino,INFJ,Candidato C (Izquierda Social),True,False,False
PREDIK-PE-0275,Lima,Medio,20,Masculino,ESFJ,Candidato B (Derecha Tradicional),True,False,False
PREDIK-PE-0628,Sierra,Medio,23,Femenino,ESFP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0401,Costa,Bajo,37,Femenino,ISFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0062,Lima,Alto,50,Masculino,ISFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0647,Sierra,Medio,59,Femenino,ISTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0507,Costa,Bajo,31,Masculino,ISTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0651,Sierra,Bajo,49,Femenino,INFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0974,Selva,Bajo,53,Masculino,ESFJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0104,Lima,Medio-Alto,50,Masculino,INFJ,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0437,Costa,Medio,40,Masculino,ENFJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0913,Selva,Medio,38,Femenino,ENTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0894,Selva,Bajo,31,Masculino,ESTP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0804,Selva,Medio,29,Masculino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0470,Costa,Bajo,70,Femenino,ISTJ,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0986,Selva,Bajo,67,Femenino,INFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0518,Costa,Bajo,33,Femenino,INFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0666,Sierra,Bajo,41,Masculino,ENFP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0529,Costa,Bajo,71,Femenino,ENTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0402,Costa,Medio,23,Femenino,ENFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0906,Selva,Bajo,32,Masculino,ESFJ,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0411,Costa,Medio-Alto,35,Femenino,ENTJ,Candidato B (Derecha Tradicional),True,True,False
PREDIK-PE-0110,Lima,Medio-Alto,35,Femenino,ENFJ,Candidato D (Centroderecha Tecnocrática),True,False,False
PREDIK-PE-0697,Sierra,Medio,19,Masculino,ISTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0286,Lima,Medio,56,Masculino,INTJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0235,Lima,Medio-Alto,38,Femenino,ISTP,Candidato B (Derecha Tradicional),True,True,False
PREDIK-PE-0027,Lima,Medio,46,Masculino,ENTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0482,Costa,Bajo,41,Femenino,ISFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0662,Sierra,Medio,56,Femenino,ENFJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0809,Selva,Bajo,38,Masculino,ESTP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0452,Costa,Medio,35,Masculino,ESTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0209,Lima,Bajo,56,Masculino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0640,Sierra,Medio,21,Femenino,ESTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0326,Lima,Bajo,72,Masculino,ESFP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0294,Lima,Bajo,63,Masculino,ISFJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0709,Sierra,Bajo,23,Femenino,ENFJ,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0097,Lima,Medio,36,Masculino,ENFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0791,Sierra,Medio,37,Femenino,ISFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0618,Sierra,Bajo,39,Femenino,ESFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0821,Selva,Bajo,54,Femenino,INTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0026,Lima,Bajo,66,Femenino,ISFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0222,Lima,Bajo,60,Femenino,ESTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0681,Sierra,Medio,67,Femenino,ENFP,Candidato B (Derecha Tradicional),True,False,False
PREDIK-PE-0696,Sierra,Bajo,62,Masculino,INFJ,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0920,Selva,Medio,63,Femenino,ESFJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0040,Lima,Medio,52,Femenino,ENTP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0172,Lima,Medio,21,Femenino,ENFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0475,Costa,Medio,46,Masculino,ISTP,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0493,Costa,Medio,64,Masculino,INFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0925,Selva,Bajo,71,Femenino,ESFJ,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0378,Costa,Bajo,63,Femenino,ENTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0962,Selva,Medio,35,Masculino,ENFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0451,Costa,Bajo,58,Femenino,ENFJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0588,Sierra,Bajo,64,Masculino,ENTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0794,Sierra,Bajo,60,Femenino,ESFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0820,Selva,Medio,30,Femenino,ENTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0905,Selva,Medio,54,Masculino,ISTJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0314,Lima,Medio-Alto,47,Masculino,INFP,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0076,Lima,Bajo,55,Masculino,ESTP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0473,Costa,Bajo,31,Masculino,ESTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0459,Costa,Medio,67,Femenino,INTP,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0912,Selva,Bajo,31,Masculino,ESTJ,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0072,Lima,Medio,37,Masculino,ESTJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0167,Lima,Medio,47,Femenino,ISTJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0638,Sierra,Medio,25,Masculino,INFP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0099,Lima,Medio-Alto,50,Masculino,ESFJ,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0454,Costa,Medio-Alto,20,Femenino,ENFJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0332,Lima,Medio-Alto,50,Masculino,ENFJ,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0947,Selva,Bajo,31,Masculino,ENFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0396,Costa,Medio,44,Femenino,ENTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0808,Selva,Medio,35,Femenino,ENFP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0547,Costa,Medio,63,Masculino,ENTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0749,Sierra,Bajo,48,Masculino,ENFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0621,Sierra,Medio,69,Masculino,ISTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0940,Selva,Bajo,71,Femenino,ESFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0726,Sierra,Bajo,32,Masculino,ISFP,Voto Blanco / Nulo,False,False,False
PREDIK-PE-0837,Selva,Medio,70,Masculino,ISFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0479,Costa,Medio,33,Femenino,INFP,Candidato B (Derecha Tradicional),True,True,False
PREDIK-PE-0534,Costa,Bajo,55,Masculino,ISTJ,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0080,Lima,Bajo,41,Masculino,ISFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0287,Lima,Bajo,20,Femenino,ESFJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0431,Costa,Medio-Alto,29,No Binario,ENFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0300,Lima,Bajo,25,Masculino,ESFJ,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0466,Costa,Bajo,26,Femenino,INFJ,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0170,Lima,Bajo,19,Masculino,ISFP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0044,Lima,Medio,66,Masculino,INTJ,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0255,Lima,Medio,25,Masculino,ESTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0162,Lima,Medio,36,Masculino,INFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0163,Lima,Medio,24,Femenino,ENTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0077,Lima,Bajo,39,Femenino,ENFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0291,Lima,Medio-Alto,26,Femenino,ISTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0669,Sierra,Medio,41,Femenino,ENTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0285,Lima,Medio,18,Femenino,ESFJ,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0325,Lima,Medio,61,Femenino,ENFJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0438,Costa,Bajo,37,Femenino,INFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0539,Costa,Medio,49,Masculino,INFJ,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0983,Selva,Bajo,48,Femenino,ISFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0859,Selva,Bajo,35,Femenino,ISTJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0825,Selva,Bajo,28,Femenino,INFJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0757,Sierra,Bajo,60,No Binario,ESFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0382,Costa,Medio,48,Masculino,INFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0871,Selva,Bajo,69,Femenino,ESTP,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0206,Lima,Bajo,21,Femenino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0045,Lima,Medio,68,Femenino,INFP,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0228,Lima,Medio-Alto,26,Masculino,ESTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0250,Lima,Bajo,42,Masculino,ISFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0283,Lima,Medio,32,Femenino,INFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0594,Sierra,Medio,53,Masculino,ENFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-1000,Selva,Bajo,25,Femenino,INTP,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0446,Costa,Bajo,28,Masculino,ENTP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0315,Lima,Medio-Alto,42,Masculino,ESTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0701,Sierra,Medio,22,Masculino,INFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0760,Sierra,Bajo,68,Masculino,ESTJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0657,Sierra,Bajo,60,Masculino,INFP,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0687,Sierra,Bajo,32,Femenino,INTP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0443,Costa,Medio,37,Masculino,ESFJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0580,Sierra,Medio,46,Masculino,ENTP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0085,Lima,Alto,30,Femenino,ISFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0958,Selva,Medio,71,Femenino,ISFP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0573,Sierra,Bajo,30,Masculino,ISTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0298,Lima,Bajo,59,Femenino,ENFJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0005,Lima,Bajo,20,Masculino,INFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0218,Lima,Medio-Alto,19,Masculino,ESFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0098,Lima,Medio,23,Femenino,ISFP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0341,Lima,Medio-Alto,56,Femenino,ESTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0598,Sierra,Bajo,20,Femenino,INFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0456,Costa,Bajo,63,Masculino,ESTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0531,Costa,Bajo,33,Masculino,ENTP,Voto Blanco / Nulo,False,False,False
PREDIK-PE-0536,Costa,Bajo,47,Masculino,ENFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0742,Sierra,Bajo,38,Femenino,ISFJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0521,Costa,Medio,45,Masculino,ISTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0559,Sierra,Medio,56,Masculino,INFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0272,Lima,Medio-Alto,39,Femenino,ENFJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0818,Selva,Bajo,44,Masculino,ENTP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0740,Sierra,Bajo,60,Masculino,ISFP,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0455,Costa,Medio,42,Masculino,ESTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0319,Lima,Medio,35,Masculino,INFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0384,Costa,Bajo,37,Femenino,INFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0079,Lima,Bajo,50,Femenino,ENFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0832,Selva,Bajo,48,Masculino,ISTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0047,Lima,Medio,49,Masculino,ENTJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0566,Sierra,Medio,35,Masculino,ESTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0622,Sierra,Bajo,46,Masculino,ESTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0910,Selva,Bajo,50,Masculino,ESTJ,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0490,Costa,Medio,65,Femenino,ESTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0292,Lima,Medio-Alto,26,Femenino,INTJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0330,Lima,Medio,33,Femenino,INTJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0668,Sierra,Medio,51,Femenino,ESTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0637,Sierra,Bajo,44,Masculino,ISFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0635,Sierra,Bajo,45,Masculino,ENTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0361,Costa,Bajo,27,Femenino,ENTJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0379,Costa,Medio,26,Femenino,ISTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0888,Selva,Bajo,31,Femenino,ESFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0642,Sierra,Bajo,42,Femenino,INTJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0432,Costa,Bajo,51,Femenino,INFJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0995,Selva,Bajo,24,Masculino,ESFP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0530,Costa,Medio,66,Femenino,ENFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0237,Lima,Alto,32,No Binario,INFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0679,Sierra,Medio,65,Masculino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0592,Sierra,Bajo,51,Femenino,INFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0745,Sierra,Bajo,60,Femenino,ESTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0862,Selva,Medio,66,Femenino,ESFJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0674,Sierra,Bajo,42,Masculino,INFJ,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0282,Lima,Medio-Alto,65,Femenino,ESTJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0554,Sierra,Bajo,66,Masculino,ENFJ,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0773,Sierra,Bajo,35,Masculino,ENTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0269,Lima,Medio-Alto,41,Masculino,INTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0617,Sierra,Bajo,47,Masculino,ENFP,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0926,Selva,Medio,69,Femenino,ESFJ,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0386,Costa,Medio-Alto,47,Femenino,ISTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0241,Lima,Medio,72,Femenino,ISTP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0469,Costa,Medio,21,Masculino,ESTJ,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0956,Selva,Bajo,42,Masculino,ISTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0467,Costa,Bajo,34,Femenino,INFJ,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0546,Costa,Medio-Alto,34,Femenino,ESFP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0748,Sierra,Bajo,28,Femenino,ESTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0173,Lima,Medio-Alto,72,Femenino,ESTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0886,Selva,Bajo,27,Masculino,ENTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0488,Costa,Bajo,63,Femenino,ENFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0509,Costa,Bajo,40,Femenino,ISFJ,Voto Blanco / Nulo,False,False,False
PREDIK-PE-0883,Selva,Bajo,42,Femenino,ISTJ,Voto Blanco / Nulo,True,True,False
