Agent_ID,Region,NSE,Age,Gender,MBTI,VotoIntención,VotoBronca,InseguridadFocus,Volátil
PREDIK-PE-0205,Lima,Alto,23,Masculino,ENFP,Candidato B (Derecha Tradicional),True,False,False
PREDIK-PE-0222,Lima,Alto,57,Masculino,INFP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0742,Sierra,Bajo,61,Femenino,ENTJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0119,Lima,Bajo,41,Femenino,INFJ,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0233,Lima,Medio,54,Femenino,ESTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0514,Costa,Bajo,19,Masculino,ESTJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0877,Selva,Medio,55,Masculino,ENFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0317,Lima,Bajo,35,Masculino,INTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0313,Lima,Medio,39,Femenino,ESTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0937,Selva,Bajo,51,Masculino,ESFJ,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0487,Costa,Bajo,49,Femenino,INTJ,Candidato D (Centroderecha Tecnocrática),False,False,False
PREDIK-PE-0695,Sierra,Bajo,21,Masculino,INFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0314,Lima,Alto,34,Masculino,ESTJ,Voto Blanco / Nulo,False,False,False
PREDIK-PE-0171,Lima,Medio-Alto,45,Masculino,INFP,Voto Blanco / Nulo,False,False,False
PREDIK-PE-0566,Sierra,Bajo,63,Masculino,ISTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0386,Costa,Medio,40,Masculino,ISFJ,Candidato C (Izquierda Social),True,False,False
PREDIK-PE-0192,Lima,Bajo,24,Masculino,INFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0807,Selva,Medio,60,Masculino,ESFP,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0585,Sierra,Bajo,58,Masculino,ESFJ,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0175,Lima,Medio-Alto,22,Masculino,INFP,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0993,Selva,Medio,63,Femenino,ENFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0803,Selva,Bajo,22,Femenino,INFP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0056,Lima,Alto,62,Femenino,ISFJ,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0068,Lima,Medio-Alto,60,Femenino,INFJ,Candidato D (Centroderecha Tecnocrática),True,True,False
PREDIK-PE-0018,Lima,Medio,55,Masculino,ENFP,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0322,Lima,Medio-Alto,31,Femenino,ISTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0237,Lima,Medio-Alto,45,Femenino,ENFP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0410,Costa,Medio,46,Femenino,ENTP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0850,Selva,Medio,43,Masculino,INFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0901,Selva,Medio,50,Femenino,INTP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0459,Costa,Medio,35,Masculino,ESTJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0364,Costa,Medio,30,Femenino,INFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0820,Selva,Medio,43,Femenino,ESFJ,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0621,Sierra,Bajo,47,Femenino,ENFJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0726,Sierra,Bajo,47,Femenino,ENTJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0393,Costa,Medio,24,Femenino,INFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0434,Costa,Bajo,42,Femenino,ENTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0198,Lima,Medio,28,Femenino,INFJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0887,Selva,Medio,68,Femenino,ISFP,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0442,Costa,Bajo,56,Femenino,ENFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0782,Sierra,Bajo,53,Masculino,ESFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0796,Sierra,Bajo,52,Masculino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0678,Sierra,Bajo,63,Masculino,ESFJ,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0012,Lima,Medio-Alto,38,Femenino,INFP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0766,Sierra,Medio,27,Femenino,ISTP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0712,Sierra,Bajo,68,Masculino,ESFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0642,Sierra,Medio,32,Femenino,INFP,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0391,Costa,Medio,67,Femenino,ISFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0723,Sierra,Bajo,30,Femenino,INFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0417,Costa,Medio,63,Femenino,ESTP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0241,Lima,Medio,65,Femenino,ISTJ,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0703,Sierra,Bajo,55,Masculino,ESTP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0942,Selva,Bajo,51,Femenino,INFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0207,Lima,Alto,57,Masculino,INTJ,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0289,Lima,Bajo,55,Femenino,ENTP,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0266,Lima,Bajo,28,Femenino,ESFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0791,Sierra,Medio,43,Masculino,ENFP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0468,Costa,Bajo,42,Masculino,ENFP,Candidato D (Centroderecha Tecnocrática),True,False,False
PREDIK-PE-0813,Selva,Medio,69,Masculino,ENFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0430,Costa,Bajo,50,Masculino,ENFP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0084,Lima,Medio-Alto,27,Masculino,INFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0462,Costa,Bajo,65,Masculino,ENFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0415,Costa,Medio,71,Femenino,INTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0564,Sierra,Medio,40,Masculino,ENFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0033,Lima,Medio,33,Masculino,ESTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0547,Costa,Bajo,57,Masculino,ENTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0290,Lima,Bajo,50,Femenino,ESTP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0139,Lima,Medio-Alto,65,Masculino,ISTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0513,Costa,Medio,57,Masculino,ENTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0553,Sierra,Bajo,55,Femenino,INFP,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0271,Lima,Medio-Alto,36,Femenino,ENTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0641,Sierra,Medio,20,Femenino,ESFJ,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0554,Sierra,Medio,54,Masculino,ESFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0527,Costa,Medio,66,Masculino,ISFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0432,Costa,Medio-Alto,56,Masculino,ISFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0182,Lima,Medio,71,No Binario,ISFP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0357,Costa,Bajo,41,Femenino,ENTJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0861,Selva,Bajo,29,Femenino,INFP,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0469,Costa,Medio,18,Femenino,ISFP,Voto Blanco / Nulo,False,False,False
PREDIK-PE-0294,Lima,Bajo,20,Masculino,ENFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0584,Sierra,Bajo,70,No Binario,ESTJ,Candidato D (Centroderecha Tecnocrática),False,False,False
PREDIK-PE-0662,Sierra,Bajo,37,Femenino,ISTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0496,Costa,Bajo,60,Femenino,ESTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0848,Selva,Medio,58,Masculino,ESFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0058,Lima,Medio,40,No Binario,ESFP,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0188,Lima,Medio,26,Masculino,ENFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0731,Sierra,Medio,65,Femenino,INTP,Candidato D (Centroderecha Tecnocrática),False,False,False
PREDIK-PE-0603,Sierra,Bajo,51,Femenino,ESTP,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0608,Sierra,Bajo,30,Femenino,INTJ,Candidato D (Centroderecha Tecnocrática),True,True,False
PREDIK-PE-0081,Lima,Bajo,65,Masculino,ENFP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0184,Lima,Medio-Alto,45,Femenino,ISTP,Candidato D (Centroderecha Tecnocrática),True,True,False
PREDIK-PE-0344,Lima,Bajo,37,Femenino,ENFP,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0438,Costa,Bajo,51,Femenino,ENFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0365,Costa,Bajo,60,Masculino,ENFJ,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0489,Costa,Medio,54,Femenino,ESFP,Candidato D (Centroderecha Tecnocrática),True,True,False
PREDIK-PE-0306,Lima,Medio,63,Femenino,INFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0115,Lima,Medio-Alto,68,Femenino,INFJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0810,Selva,Bajo,34,Masculino,INTJ,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0333,Lima,Medio-Alto,20,Femenino,INTJ,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0839,Selva,Medio,31,Masculino,ISTJ,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0484,Costa,Medio,51,Femenino,ENFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0422,Costa,Bajo,62,Masculino,ENFP,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0777,Sierra,Bajo,44,Masculino,ENFJ,Candidato C (Izquierda Social),True,False,False
PREDIK-PE-0651,Sierra,Medio,46,Femenino,ESTJ,Voto Blanco / Nulo,False,False,False
PREDIK-PE-0789,Sierra,Medio,35,Femenino,ISFJ,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0147,Lima,Bajo,34,Masculino,ENFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0586,Sierra,Bajo,33,Masculino,ISTP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0121,Lima,Alto,30,Masculino,ESFP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0563,Sierra,Bajo,40,Masculino,ENTP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0123,Lima,Alto,44,Masculino,ESFJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0034,Lima,Medio,46,Femenino,ESFJ,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0784,Sierra,Medio,38,Masculino,ISFP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0102,Lima,Medio-Alto,28,Masculino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0763,Sierra,Bajo,20,Femenino,ISFJ,Voto Blanco / Nulo,False,False,False
PREDIK-PE-0510,Costa,Medio-Alto,21,Masculino,ISFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0991,Selva,Bajo,44,Femenino,ESTP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0727,Sierra,Bajo,71,Femenino,INFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0312,Lima,Medio-Alto,37,Masculino,ENTJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0021,Lima,Bajo,59,Femenino,ESFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0448,Costa,Medio-Alto,57,Masculino,ENTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0064,Lima,Medio-Alto,42,No Binario,INFJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0675,Sierra,Medio,71,Masculino,ISFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0894,Selva,Bajo,31,Masculino,ENFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0953,Selva,Bajo,72,Masculino,INTJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0057,Lima,Medio,58,No Binario,ISTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0406,Costa,Bajo,51,Masculino,ENFJ,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0193,Lima,Medio,23,Masculino,INFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0556,Sierra,Bajo,60,Masculino,ENTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0616,Sierra,Bajo,69,Femenino,ESFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0100,Lima,Medio,47,Femenino,INTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0028,Lima,Medio,26,Masculino,INFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0607,Sierra,Bajo,35,Masculino,ISFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0339,Lima,Medio-Alto,43,Femenino,ISFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0507,Costa,Bajo,27,Masculino,ENTP,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0172,Lima,Medio-Alto,25,Masculino,ENTJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0235,Lima,Bajo,55,No Binario,INTJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0666,Sierra,Bajo,42,Femenino,ESTJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0748,Sierra,Bajo,19,Masculino,ISTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0767,Sierra,Medio,47,Femenino,ESTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0633,Sierra,Bajo,67,Masculino,ISFP,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0309,Lima,Medio,39,Masculino,ISTP,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0747,Sierra,Medio,50,Femenino,ENFJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0087,Lima,Bajo,47,Femenino,ESFJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0027,Lima,Medio,48,Masculino,ESTJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0083,Lima,Bajo,20,Femenino,ESFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0199,Lima,Bajo,33,Masculino,ENFP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0279,Lima,Bajo,41,Masculino,ENFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0394,Costa,Medio,60,Masculino,INTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0716,Sierra,Bajo,53,Masculino,ESFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0136,Lima,Bajo,67,Masculino,ENTP,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0730,Sierra,Bajo,46,Masculino,ESFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0360,Costa,Medio,27,Masculino,ISFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0164,Lima,Medio,58,Masculino,ENTJ,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0829,Selva,Medio,43,Masculino,INFP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0545,Costa,Bajo,23,Masculino,ISTP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0817,Selva,Bajo,59,Masculino,ENTP,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0519,Costa,Bajo,20,Masculino,ESTP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0059,Lima,Medio-Alto,19,Femenino,ENFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0660,Sierra,Bajo,58,Femenino,ENTJ,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0264,Lima,Medio,64,Masculino,ESTP,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0210,Lima,Alto,57,Femenino,ISTP,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0538,Costa,Medio,62,Femenino,INFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0103,Lima,Bajo,42,Masculino,ESTP,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0356,Costa,Medio,40,Femenino,ESTJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0751,Sierra,Medio,58,Femenino,ISTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0283,Lima,Bajo,66,Femenino,ISTJ,Candidato B (Derecha Tradicional),True,True,False
PREDIK-PE-0956,Selva,Bajo,34,Masculino,INFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0875,Selva,Bajo,25,Femenino,ENTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0323,Lima,Bajo,29,Masculino,INFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0909,Selva,Bajo,63,Masculino,ENTJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0224,Lima,Medio-Alto,43,Femenino,INFP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0047,Lima,Bajo,31,Femenino,ENTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0844,Selva,Bajo,46,Femenino,INFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0355,Costa,Medio-Alto,72,Masculino,ENTJ,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0914,Selva,Bajo,38,Masculino,INFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0693,Sierra,Medio,30,Masculino,ESFP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0601,Sierra,Bajo,22,Masculino,ENFP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0501,Costa,Bajo,50,Femenino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0752,Sierra,Medio,65,Femenino,ESTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0690,Sierra,Medio,56,Femenino,ENTJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0521,Costa,Medio,53,Masculino,ESTJ,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0242,Lima,Medio-Alto,72,Femenino,ESFJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0457,Costa,Bajo,35,Femenino,ESTP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0466,Costa,Medio-Alto,47,Femenino,ISTJ,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0952,Selva,Bajo,41,Masculino,ENFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0930,Selva,Bajo,18,Femenino,ISFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0853,Selva,Medio,62,Masculino,ENFP,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0149,Lima,Alto,49,Femenino,ESFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0331,Lima,Medio-Alto,39,Femenino,ESTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0739,Sierra,Medio,50,Femenino,ISFP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0254,Lima,Alto,42,Femenino,INTP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0855,Selva,Bajo,71,Masculino,ISFP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0954,Selva,Bajo,60,Masculino,ESFJ,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0720,Sierra,Bajo,62,Masculino,INTP,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0833,Selva,Bajo,50,Masculino,ENTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0790,Sierra,Bajo,65,Femenino,ENTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0060,Lima,Medio,30,Masculino,ENTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0617,Sierra,Bajo,19,Masculino,ENTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0113,Lima,Medio-Alto,29,No Binario,ENTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0840,Selva,Bajo,54,Femenino,ENTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0533,Costa,Bajo,58,Masculino,ISTJ,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0692,Sierra,Bajo,68,Masculino,ESTJ,Candidato D (Centroderecha Tecnocrática),False,False,False
PREDIK-PE-0949,Selva,Bajo,19,Femenino,ENFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0409,Costa,Medio,70,Masculino,INTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0262,Lima,Bajo,66,Masculino,ISTP,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0085,Lima,Medio,42,Femenino,ESFP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0918,Selva,Bajo,35,Masculino,ESFJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0111,Lima,Bajo,19,Masculino,ESTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0755,Sierra,Bajo,51,Masculino,ISTP,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0614,Sierra,Bajo,47,Masculino,ENFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0865,Selva,Bajo,55,Femenino,INTP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0529,Costa,Medio,54,Femenino,ESTJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0114,Lima,Medio,51,Femenino,ESFJ,Candidato D (Centroderecha Tecnocrática),True,True,False
PREDIK-PE-0707,Sierra,Bajo,26,Femenino,INFJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0691,Sierra,Bajo,31,Masculino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0783,Sierra,Bajo,57,Masculino,INTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0015,Lima,Medio,25,No Binario,ESTJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0040,Lima,Medio,68,Masculino,ISTP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0724,Sierra,Medio,45,No Binario,INTJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0679,Sierra,Medio,26,Masculino,INTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0808,Selva,Bajo,69,Masculino,ISFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0450,Costa,Medio,55,Femenino,ESTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0382,Costa,Bajo,72,No Binario,INTP,Candidato C (Izquierda Social),True,False,False
PREDIK-PE-0959,Selva,Bajo,27,Masculino,ENFP,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0277,Lima,Medio,44,No Binario,ISTP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0867,Selva,Bajo,57,No Binario,ISTJ,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0284,Lima,Alto,35,Masculino,ENFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0812,Selva,Bajo,38,Masculino,INFP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0985,Selva,Medio,64,Femenino,ESTP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0332,Lima,Medio-Alto,41,Masculino,ISFJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0140,Lima,Medio-Alto,69,No Binario,ENTJ,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0572,Sierra,Medio,58,Masculino,ENFJ,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0795,Sierra,Bajo,61,Masculino,ENTJ,Voto Blanco / Nulo,False,True,False
