Agent_ID,Region,NSE,Age,Gender,MBTI,VotoIntención,VotoBronca,InseguridadFocus,Volátil
PREDIK-PE-0024,Lima,Medio-Alto,50,Masculino,ESTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0891,Selva,Medio,63,Masculino,ISFJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0918,Selva,Medio,37,Masculino,ISTJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0619,Sierra,Bajo,21,Masculino,ENTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0514,Costa,Medio-Alto,43,Femenino,ESFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0352,Costa,Medio,21,Femenino,ENTP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0615,Sierra,Medio,52,Masculino,INTP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0500,Costa,Bajo,39,Masculino,INFP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0559,Sierra,Bajo,49,Femenino,INTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0968,Selva,Bajo,42,Masculino,INFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0713,Sierra,Bajo,47,Femenino,ENFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0718,Sierra,Medio,65,Femenino,ENTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0213,Lima,Bajo,54,Femenino,ISTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0426,Costa,Medio,38,Masculino,ISTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0770,Sierra,Medio,21,Femenino,ESFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0004,Lima,Alto,25,Masculino,ENFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0038,Lima,Medio,51,Masculino,ISFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0686,Sierra,Medio,31,Femenino,ESFJ,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0737,Sierra,Bajo,35,Masculino,INFP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0293,Lima,Medio,66,Masculino,ISTP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0021,Lima,Bajo,72,Femenino,ENFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0173,Lima,Alto,67,Masculino,ISFJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0363,Costa,Medio-Alto,18,Masculino,ENTP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0848,Selva,Bajo,38,Masculino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0103,Lima,Medio,18,Femenino,ESFP,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0393,Costa,Medio-Alto,69,Femenino,ENFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0705,Sierra,Bajo,59,Masculino,ISFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0599,Sierra,Medio,64,Masculino,ISFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0597,Sierra,Medio,69,Masculino,ISTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0885,Selva,Bajo,23,Masculino,ENFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0442,Costa,Bajo,19,Femenino,ENTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0268,Lima,Bajo,20,Femenino,INTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0829,Selva,Bajo,68,Femenino,ESTJ,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0608,Sierra,Bajo,49,Masculino,ISTP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0614,Sierra,Bajo,63,Femenino,ISFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0631,Sierra,Bajo,40,Masculino,ENFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0620,Sierra,Bajo,52,Femenino,INFJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0188,Lima,Bajo,66,Masculino,ESFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0749,Sierra,Medio,48,Masculino,ENFP,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0815,Selva,Medio,28,Femenino,ENTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0068,Lima,Medio,61,Masculino,ENTJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0167,Lima,Medio,53,Femenino,INFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0422,Costa,Medio,61,Femenino,INFP,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0653,Sierra,Medio,64,Masculino,ISTJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0276,Lima,Medio,68,Masculino,ENFJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0717,Sierra,Bajo,68,Masculino,ISFJ,Candidato C (Izquierda Social),True,False,False
PREDIK-PE-0447,Costa,Medio,65,Femenino,INFJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0522,Costa,Medio-Alto,59,Femenino,ISFJ,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0081,Lima,Medio-Alto,43,Femenino,ISTJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0634,Sierra,Bajo,27,Femenino,ESFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0612,Sierra,Medio,65,No Binario,INFJ,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0992,Selva,Bajo,65,Femenino,INFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0157,Lima,Medio,54,Femenino,ESTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0374,Costa,Bajo,40,Femenino,ENFJ,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0069,Lima,Medio-Alto,31,Femenino,ENFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0556,Sierra,Bajo,19,Femenino,ESFJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0330,Lima,Medio,24,Femenino,ENFP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0975,Selva,Bajo,58,Masculino,ISFP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0588,Sierra,Bajo,68,Masculino,ESTJ,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0177,Lima,Bajo,25,Femenino,ESFJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0942,Selva,Bajo,46,Masculino,ENFJ,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0409,Costa,Medio,59,Femenino,ENFP,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0711,Sierra,Bajo,25,Masculino,ESTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0864,Selva,Bajo,71,Femenino,ESFP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0457,Costa,Medio,51,Masculino,ENFJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0690,Sierra,Bajo,63,Femenino,INTJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0808,Selva,Medio,50,Masculino,ENFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0963,Selva,Medio,66,Masculino,ISTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0480,Costa,Medio-Alto,31,Femenino,INFJ,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0676,Sierra,Bajo,28,Femenino,ISTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0325,Lima,Medio-Alto,27,Femenino,ESFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0724,Sierra,Bajo,28,No Binario,INFJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0048,Lima,Medio-Alto,66,Femenino,ESTJ,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0591,Sierra,Medio,57,Femenino,ENTJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0178,Lima,Medio,36,Masculino,ENFJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0603,Sierra,Bajo,72,Masculino,ISTP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0639,Sierra,Bajo,19,Masculino,ESTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0319,Lima,Medio-Alto,70,Femenino,ENFJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0019,Lima,Alto,46,Femenino,ENFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0282,Lima,Alto,43,Masculino,ENTP,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0616,Sierra,Medio,69,Masculino,ISFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0077,Lima,Medio,59,Femenino,ISFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0119,Lima,Bajo,28,Masculino,ESTJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0377,Costa,Bajo,54,Masculino,INFP,Indeciso — Voto Volátil,False,True,False
PREDIK-PE-0739,Sierra,Medio,67,Femenino,ISFP,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0050,Lima,Medio-Alto,44,Masculino,ISTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0961,Selva,Bajo,66,Femenino,INTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0361,Costa,Bajo,43,Masculino,ISTJ,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0915,Selva,Bajo,22,Femenino,INFP,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0491,Costa,Medio,58,Femenino,ENFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0714,Sierra,Medio,19,Masculino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0543,Costa,Medio,57,Femenino,ISTJ,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0323,Lima,Medio,69,Masculino,ENTP,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0861,Selva,Bajo,47,Femenino,INFP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0497,Costa,Bajo,61,Masculino,ENTJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0387,Costa,Bajo,72,Femenino,ISFJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0712,Sierra,Medio,29,Femenino,INFJ,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0064,Lima,Medio,33,Femenino,ISFP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0902,Selva,Bajo,38,Femenino,ENFJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0722,Sierra,Bajo,72,Masculino,ENFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0632,Sierra,Medio,57,Masculino,ENFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0933,Selva,Bajo,28,Femenino,ISTJ,Candidato C (Izquierda Social),True,False,False
PREDIK-PE-0949,Selva,Medio,41,Femenino,ENTJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0379,Costa,Medio,21,Femenino,ENTJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0357,Costa,Medio-Alto,42,Femenino,ISFJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0025,Lima,Medio,41,Masculino,ISFP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0126,Lima,Medio-Alto,26,Femenino,ESFJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0838,Selva,Bajo,55,Masculino,ESTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0253,Lima,Medio-Alto,56,Femenino,INFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0689,Sierra,Bajo,23,Masculino,ENTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0423,Costa,Bajo,57,Femenino,ESTJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0758,Sierra,Bajo,61,Femenino,ENFJ,Voto Blanco / Nulo,False,False,False
PREDIK-PE-0557,Sierra,Bajo,38,Femenino,ESFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0517,Costa,Medio-Alto,70,Femenino,ENFJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0734,Sierra,Bajo,29,Masculino,ENFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0950,Selva,Bajo,60,Masculino,INTP,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0261,Lima,Bajo,33,Femenino,ESFP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0738,Sierra,Bajo,34,Femenino,ISFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0299,Lima,Bajo,49,Femenino,ESFP,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0551,Sierra,Medio,41,Masculino,ENFP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0471,Costa,Bajo,41,Femenino,INFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0894,Selva,Bajo,70,Masculino,ISTJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0436,Costa,Medio,20,Femenino,ISFJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0512,Costa,Bajo,66,Femenino,ESFP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0538,Costa,Bajo,43,Masculino,ESFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0907,Selva,Bajo,33,Masculino,ESFJ,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0245,Lima,Medio,26,Masculino,ESFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0845,Selva,Bajo,44,Masculino,ESTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0635,Sierra,Bajo,47,Masculino,ENTJ,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0150,Lima,Medio-Alto,67,Masculino,ENFJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0372,Costa,Bajo,18,No Binario,ESTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0971,Selva,Medio,34,Femenino,ENFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0792,Sierra,Medio,53,Masculino,ESFJ,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0412,Costa,Medio-Alto,51,Femenino,INTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0624,Sierra,Medio,53,Masculino,ESFP,Candidato D (Centroderecha Tecnocrática),True,True,False
PREDIK-PE-0085,Lima,Alto,23,Masculino,ESTJ,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0043,Lima,Medio,18,Masculino,ESTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0840,Selva,Medio,56,Femenino,INTP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0107,Lima,Medio,22,Femenino,ISTP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0356,Costa,Medio-Alto,44,Femenino,INFJ,Candidato B (Derecha Tradicional),True,True,False
PREDIK-PE-0294,Lima,Bajo,70,Masculino,ISTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0862,Selva,Bajo,25,Femenino,ENTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0785,Sierra,Bajo,38,No Binario,ENTJ,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0900,Selva,Bajo,47,Masculino,INFJ,Candidato B (Derecha Tradicional),True,False,False
PREDIK-PE-0989,Selva,Bajo,67,Femenino,ENTP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0970,Selva,Medio,49,Femenino,ENTP,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0084,Lima,Medio,24,No Binario,ENTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0627,Sierra,Bajo,47,Masculino,ISFJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0728,Sierra,Medio,39,Masculino,ISTP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0511,Costa,Medio,39,Masculino,ENFP,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0784,Sierra,Medio,56,Femenino,INFJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0345,Lima,Bajo,67,Masculino,ESTJ,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0249,Lima,Medio,27,Femenino,ENTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0595,Sierra,Bajo,30,Masculino,ESTJ,Candidato C (Izquierda Social),False,False,False
PREDIK-PE-0080,Lima,Bajo,37,Masculino,ESFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0216,Lima,Bajo,69,Masculino,ENFJ,Candidato D (Centroderecha Tecnocrática),False,False,False
PREDIK-PE-0355,Costa,Medio,60,Masculino,INFP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0763,Sierra,Medio,51,Masculino,INTJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0386,Costa,Medio,22,Femenino,ISFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0668,Sierra,Bajo,25,Masculino,ENFJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0235,Lima,Medio,68,No Binario,ESFJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0899,Selva,Bajo,56,Femenino,INFJ,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0347,Lima,Medio,43,Masculino,ESTP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0354,Costa,Bajo,50,Masculino,ENFP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0018,Lima,Bajo,36,Femenino,INFP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0849,Selva,Medio,53,Femenino,INFP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0438,Costa,Medio,34,Masculino,ESFP,Indeciso — Voto Volátil,False,False,False
PREDIK-PE-0433,Costa,Medio,49,Masculino,ISFP,Candidato B (Derecha Tradicional),True,True,False
PREDIK-PE-0429,Costa,Bajo,25,Femenino,ISFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0941,Selva,Medio,28,Femenino,ESFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0303,Lima,Bajo,29,Femenino,ENFP,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0411,Costa,Medio,47,Femenino,ISFP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0663,Sierra,Bajo,43,Masculino,ISTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0905,Selva,Bajo,24,Femenino,ESTP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0106,Lima,Medio-Alto,65,Femenino,INTP,Candidato B (Derecha Tradicional),False,True,False
PREDIK-PE-0695,Sierra,Medio,68,Femenino,ISTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0124,Lima,Medio-Alto,34,No Binario,ENTP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0131,Lima,Bajo,20,Masculino,ISFJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0060,Lima,Medio,56,Masculino,ISFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0151,Lima,Alto,28,Masculino,ISTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0582,Sierra,Medio,52,Femenino,ESFP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0028,Lima,Alto,30,Femenino,ESTJ,Indeciso — Voto Volátil,True,True,False
PREDIK-PE-0830,Selva,Medio,59,Femenino,ENFP,Candidato D (Centroderecha Tecnocrática),False,True,False
PREDIK-PE-0908,Selva,Bajo,60,Femenino,ESFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0224,Lima,Medio,71,Femenino,INFP,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0955,Selva,Bajo,25,Femenino,INTJ,Candidato C (Izquierda Social),True,True,False
PREDIK-PE-0828,Selva,Bajo,28,Masculino,ISTP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0244,Lima,Medio-Alto,21,Femenino,ENFJ,Candidato D (Centroderecha Tecnocrática),True,True,False
PREDIK-PE-0123,Lima,Medio,70,Masculino,ISFP,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0644,Sierra,Bajo,39,Femenino,INFP,Voto Blanco / Nulo,False,True,False
PREDIK-PE-0581,Sierra,Medio,46,Masculino,ENTJ,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0467,Costa,Medio-Alto,36,Masculino,ENTP,Voto Blanco / Nulo,False,False,False
PREDIK-PE-0054,Lima,Bajo,67,Masculino,ENFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0045,Lima,Medio,58,Masculino,ENTJ,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0677,Sierra,Bajo,67,Femenino,ESFP,Indeciso — Voto Volátil,True,False,False
PREDIK-PE-0947,Selva,Medio,64,Masculino,ENFP,Candidato A (Populista / Anti-Sistema),False,True,False
PREDIK-PE-0097,Lima,Medio,36,Masculino,ISTP,Indeciso — Voto Volátil,True,True,True
PREDIK-PE-0617,Sierra,Medio,39,Femenino,INTJ,Candidato D (Centroderecha Tecnocrática),True,True,False
PREDIK-PE-0561,Sierra,Bajo,35,Masculino,ENFP,Candidato B (Derecha Tradicional),False,False,False
PREDIK-PE-0893,Selva,Bajo,21,Femenino,INTJ,Indeciso — Voto Volátil,True,False,True
PREDIK-PE-0725,Sierra,Medio,21,Masculino,ESTP,Voto Blanco / Nulo,True,True,False
PREDIK-PE-0621,Sierra,Medio,68,Femenino,INFJ,Candidato A (Populista / Anti-Sistema),True,False,False
PREDIK-PE-0239,Lima,Medio,34,Masculino,ESFJ,Voto Blanco / Nulo,True,False,False
PREDIK-PE-0501,Costa,Bajo,37,Masculino,INFP,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0205,Lima,Medio-Alto,46,Masculino,ENTJ,Indeciso — Voto Volátil,False,True,True
PREDIK-PE-0991,Selva,Bajo,40,Masculino,ENFP,Candidato A (Populista / Anti-Sistema),True,True,False
PREDIK-PE-0685,Sierra,Bajo,48,Masculino,INTJ,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0860,Selva,Bajo,36,Masculino,ISTJ,Candidato A (Populista / Anti-Sistema),False,False,False
PREDIK-PE-0486,Costa,Bajo,45,Masculino,ESTP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0104,Lima,Medio,61,Masculino,ENFP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0229,Lima,Medio,39,Femenino,INFP,Candidato C (Izquierda Social),False,True,False
PREDIK-PE-0868,Selva,Medio,19,Femenino,ENFP,Indeciso — Voto Volátil,False,False,True
PREDIK-PE-0337,Lima,Medio,70,No Binario,ESFJ,Candidato C (Izquierda Social),False,True,False
